Marca;Cilindros;Potencia (HP);Tamaño (L);R. Ciudad (km/l);R. Carr. (km/l);R. Comb. (km/l);R. Ajust. (km/l);CO2(g/km);Calificación Gas Ef. Inv.
CHEVROLET;8;580;6,2;7,4;11,05;8,69;6,52;358;1
DODGE;6;305;3,6;7,37;13,54;9,27;6,95;335;2
CHEVROLET;8;638;6,2;7,35;12,63;9,05;6,79;343;1
PORSCHE;6;400;3,8;7,35;13,33;9,21;6,91;338;2
DODGE;8;485;6,4;7,35;12,96;9,13;6,85;341;2
PORSCHE;6;500;4;7,28;11,89;8,82;6,61;353;1
CHEVROLET;8;430;6,2;7,25;13,35;9,13;6,85;341;2
CHEVROLET;8;430;6,2;7,25;13,35;9,13;6,85;341;2
CHEVROLET;8;430;6,2;7,25;13,35;9,13;6,85;341;2
PORSCHE;6;400;3,8;7,24;13,16;9,08;6,81;342;2
PORSCHE;6;400;3,8;7,19;12,99;9;6,75;346;1
FORD;8;526;5,2;7,13;12,26;8,79;6,59;354;1
DODGE;8;470;6,4;7,1;12,75;8,87;6,65;351;1
PORSCHE;6;500;4;7;11,9;8,59;6,44;362;1
PORSCHE;6;500;4;7;11,9;8,59;6,44;362;1
CHEVROLET;8;625;6,2;6,97;12,58;8,72;6,54;356;1
CHEVROLET;8;625;6,2;6,97;12,54;8,71;6,53;357;1
CHEVROLET;8;625;6,2;6,97;12,5;8,7;6,53;357;1
DODGE;8;470;6,4;6,95;12,58;8,7;6,53;357;1
DODGE;8;470;6,4;6,95;12,58;8,7;6,53;357;1
DODGE;8;372;5,7;6,9;12,09;8,55;6,41;364;1
DODGE;8;470;6,4;6,85;10,6;8,15;6,11;382;0
DODGE;8;707;6,2;6,57;12,21;8,29;6,22;375;0
CHEVROLET;8;650;6,2;6,5;11,48;8,08;6,06;385;0
CHEVROLET;8;650;6,2;6,5;11,48;8,08;6,06;385;0
CHEVROLET;8;650;6,2;6,42;11,18;7,94;5,96;392;0
PORSCHE;6;345;3,6;6,21;12,35;9,26;6,95;336;2
PORSCHE;6;345;3,6;6,21;12,35;9,26;6,95;336;2
PORSCHE;6;350;3,6;6,21;12,35;9,26;6,95;336;2
PORSCHE;6;350;3,6;6,21;12,35;9,26;6,95;336;2
PORSCHE;6;500;3,8;6,1;12,32;9,15;6,86;340;2
PORSCHE;6;500;3,8;6,1;12,32;9,15;6,86;340;2
CHEVROLET;8;580;6,2;6,08;10,37;7,47;5,6;416;0
PORSCHE;6;345;3,6;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;345;3,6;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;350;3,6;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;350;3,6;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;500;3,8;6,06;12,05;9,06;6,79;343;1
PORSCHE;6;500;3,8;6,06;12,05;9,06;6,79;343;1
PORSCHE;6;500;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;500;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;530;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;530;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;500;3,8;6,06;12,05;9,06;6,79;343;1
PORSCHE;6;500;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;530;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;500;3,8;6,06;12,05;9,06;6,79;343;1
PORSCHE;6;500;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;530;3,8;6,06;12,35;9,12;6,84;341;2
PORSCHE;6;500;3,8;6,05;12,75;9,18;6,89;339;2
PORSCHE;6;500;3,8;6,05;12,75;9,18;6,89;339;2
PORSCHE;6;530;3,8;6,05;12,75;9,18;6,89;339;2
PORSCHE;6;530;3,8;6,05;12,75;9,18;6,89;339;2
PORSCHE;6;345;3,6;6,02;11,91;8,99;6,75;346;1
PORSCHE;6;345;3,6;6,02;11,91;8,99;6,75;346;1
PORSCHE;6;345;3,6;6,02;11,91;8,99;6,75;346;1
PORSCHE;6;345;3,6;6,02;11,91;8,99;6,75;346;1
DODGE;10;640;8,4;5,9;10,52;7,35;5,51;423;0
DODGE;10;640;8,4;5,9;10,52;7,35;5,51;423;0
DODGE;10;645;8,4;5,9;10,52;7,35;5,51;423;0
PORSCHE;6;345;3,6;5,75;11,63;8,67;6,5;358;1
PORSCHE;6;345;3,6;5,75;11,63;8,67;6,5;358;1
PORSCHE;6;345;3,6;5,75;11,63;8,67;6,5;358;1
PORSCHE;6;345;3,6;5,75;11,63;8,67;6,5;358;1
LAMBORGHINI;10;610;5,2;5,6;10,6;8,32;6,24;374;0
PORSCHE;6;620;3,6;5,59;11,49;7,27;5,45;428;0
PORSCHE;6;620;3,6;5,59;11,49;7,27;5,45;428;0
JAGUAR;8;510;5;5,3;11,62;7,02;5,26;443;0
JAGUAR;8;510;5;5,3;11,62;8,23;6,17;378;0
JAGUAR;8;510;5;5,3;11,62;8,23;6,17;378;0
PORSCHE;6;475;3,8;5,29;11,24;8,15;6,11;382;0
AUDI;6;333;3;5,13;10,2;7,79;5,84;399;0
PORSCHE;6;435;3,8;5,05;11,24;7,9;5,93;393;0
PORSCHE;6;450;3,8;5,05;11,24;7,9;5,93;393;0
PORSCHE;6;450;3,8;5,05;11,24;7,9;5,93;393;0
LAMBORGHINI;10;550;5,2;5;10,9;7,79;5,84;399;0
LAMBORGHINI;10;560;5,2;4,8;10,4;7,5;5,62;415;0
LAMBORGHINI;10;560;5,2;4,8;10,3;7,48;5,61;416;0
LAMBORGHINI;10;560;5,2;4,8;10,4;7,5;5,62;415;0
LAMBORGHINI;10;560;5,2;4,8;10,3;7,48;5,61;416;0
LAMBORGHINI;10;570;5,2;4,8;10,4;7,5;5,62;415;0
MERCEDES;8;617;5,5;4,5;9,43;7,02;5,26;443;0
LAMBORGHINI;12;700;6,5;4;9,3;6,47;4,85;480;0
LAMBORGHINI;12;700;6,5;4;9,3;6,47;4,85;480;0
LAMBORGHINI;12;700;6,5;4;9,3;6,47;4,85;480;0
LAMBORGHINI;12;700;6,5;4;9,3;6,47;4,85;480;0
LAMBORGHINI;12;750;6,5;4;9,3;6,47;4,85;480;0
LAMBORGHINI;12;750;6,5;4;9,3;6,47;4,85;480;0
LAMBORGHINI;12;700;6,5;3,7;8,9;6,08;4,56;511;0
LAMBORGHINI;12;650;6,5;3,1;6,7;5,05;3,79;615;0
LAMBORGHINI;12;650;6,5;3,1;6,7;5,05;3,79;615;0
LAMBORGHINI;12;670;6,5;3,1;7,3;5,16;3,87;603;0
SMART;3;69;1;22,22;25,64;24,83;18,62;125;9
SMART;3;69;1;22,22;25,64;24,83;18,62;125;9
SMART;3;69;1;22,22;25,64;24,83;18,62;125;9
MITSUBISHI;3;76;1,2;21,15;27,62;23,64;17,73;131;9
MITSUBISHI;3;76;1,2;20,93;27,84;23,56;17,67;132;9
SMART;3;71;1;20,83;26,32;24,2;18,15;128;9
SMART;3;71;1;20,83;26,32;24,2;18,15;128;9
DODGE;3;76;1,2;20,64;27,74;23,33;17,5;133;9
VW;4;105;1,6;20,5;29,2;24,86;18,64;144;9
VW;4;105;1,6;20,5;29,2;24,86;18,64;144;9
SMART;3;71;1;20,41;27,03;24,15;18,11;129;9
SMART;3;90;0,9;20,41;26,32;23,92;17,94;130;9
SMART;3;71;1;20,41;27,03;24,15;18,11;129;9
SMART;3;90;0,9;20,41;26,32;23,92;17,94;130;9
DODGE;3;76;1,2;20,29;27,15;22,89;17,17;136;9
SMART;3;90;0,9;20;27,78;24,1;18,07;129;9
SMART;3;90;0,9;20;27,78;24,1;18,07;129;9
SMART;3;71;1;19,61;26,32;23,39;17,54;133;9
SMART;3;71;1;19,61;26,32;23,39;17,54;133;9
DODGE;4;66;1,1;19,27;25,13;21,53;16,15;144;9
DODGE;4;66;1,1;19,27;25,13;21,53;16,15;144;9
SMART;3;90;0,9;19,23;27,78;23,56;17,67;132;9
SMART;3;109;0,9;19,23;24,39;22,53;16,89;138;9
SMART;3;109;0,9;19,23;23,26;22,14;16,6;140;9
SMART;3;90;0,9;19,23;27,78;23,56;17,67;132;9
SMART;3;109;0,9;19,23;24,39;22,53;16,89;138;9
SMART;3;109;0,9;19,23;23,26;22,14;16,6;140;9
CHEVROLET;4;98;1,4;18,96;28;22,19;16,64;140;9
CHEVROLET;4;98;1,4;18,96;28;23,43;17,57;133;9
CHEVROLET;4;98;1,4;18,96;28;23,43;17,57;133;9
CHEVROLET;4;98;1,4;18,55;27,32;21,68;16,26;143;9
CHEVROLET;4;84;1,4;18,55;27,32;22,94;17,21;136;9
CHEVROLET;4;98;1,4;18,55;27,32;22,94;17,21;136;9
CHEVROLET;4;98;1,4;18,55;27,32;22,94;17,21;136;9
CHEVROLET;4;98;1,4;18,55;27,32;22,94;17,21;136;9
CHEVROLET;4;98;1,4;18,55;27,32;22,94;17,21;136;9
SMART;3;109;0,9;18,52;23,81;21,87;16,4;142;9
SMART;3;109;0,9;18,52;23,81;21,87;16,4;142;9
CHEVROLET;4;98;1,4;18,43;28,15;23,08;17,31;135;9
CHEVROLET;4;98;1,4;18,43;28,15;23,07;17,31;135;9
CHEVROLET;4;98;1,4;18,43;28,15;23,07;17,31;135;9
DODGE;4;63;1,1;18,43;22,8;20,17;15,13;154;8
DODGE;4;63;1,1;18,43;22,8;20,17;15,13;154;8
DODGE;4;63;1,1;18,43;22,8;20,17;15,13;154;8
VW;4;105;1,5;18,3;26,9;22,64;16,98;158;8
VW;4;105;1,5;18,3;26,9;22,64;16,98;158;8
CHEVROLET;4;81;1,2;18,05;25,1;20,66;15,5;150;9
CHEVROLET;4;81;1,2;18,05;25,1;20,66;15,5;150;9
CHEVROLET;4;81;1,2;18,05;25,1;20,66;15,49;150;9
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
CHEVROLET;4;81;1,2;17,74;24,81;20,35;15,26;153;8
FIAT;4;60;1,2;17,71;21,28;19,16;14,37;162;8
CHEVROLET;4;81;1,2;17,57;23,72;19,89;14,92;156;8
CHEVROLET;4;81;1,2;17,57;23,72;19,89;14,92;156;8
CHEVROLET;4;81;1,2;17,57;23,72;19,89;14,92;156;8
DODGE;4;66;1,1;17,52;23,25;19,71;14,78;158;8
DODGE;4;66;1,1;17,52;23,25;19,71;14,78;158;8
DODGE;4;66;1,1;17,52;23,25;19,71;14,78;158;8
SEAT;4;110;1,2;17,5;27,3;20,87;15,65;149;9
SEAT;4;110;1,2;17,5;27,3;20,87;15,65;149;9
TOYOTA;4;106;1,5;17,4;21,7;19,1;14,33;163;8
TOYOTA;4;106;1,5;17,4;21,7;19,1;14,33;163;8
TOYOTA;4;106;1,5;17,4;21,7;19,1;14,33;163;8
TOYOTA;4;106;1,5;17,4;21,7;19,1;14,33;163;8
SEAT;4;105;1,2;17,4;27,9;20,95;15,71;148;9
FORD;4;110;1,5;17,27;25,42;21,49;16,11;145;9
FORD;4;110;1,5;17,27;25,42;21,49;16,11;145;9
FORD;4;110;1,5;17,27;25,42;21,49;16,11;145;9
FORD;4;110;1,5;17,27;25,42;21,49;16,11;145;9
FORD;4;110;1,5;17,24;25,39;21,46;16,09;145;9
FORD;4;110;1,5;17,24;25,39;21,46;16,09;145;9
MINI;3;136;1,5;17,24;25,64;21,52;16,14;144;9
MINI;3;136;1,5;17,24;25,6;21,51;16,14;145;9
SUZUKI;4;100;1,4;17,2;22,8;19,34;14,5;161;8
SUZUKI;4;100;1,4;17,2;22,8;19,34;14,5;161;8
SUZUKI;4;100;1,4;17,2;22,8;19,34;14,5;161;8
SEAT;4;105;1,2;17,1;28,3;20,81;15,6;149;9
SUZUKI;4;100;1,4;17,1;24,4;19,76;14,82;157;8
SUZUKI;4;100;1,4;17,1;24,4;19,76;14,82;157;8
SUZUKI;4;100;1,4;17,1;24,4;19,76;14,82;157;8
MINI;3;136;1,5;17,09;26,41;20,32;15,24;153;8
MINI;3;136;1,5;17,09;23,8;20,89;15,67;149;9
HYUNDAI;4;86;1,2;17,06;23,16;20,68;15,51;150;9
TOYOTA;4;106;1,5;17;20,8;18,52;13,89;168;8
TOYOTA;4;106;1,5;17;20,8;18,52;13,89;168;8
TOYOTA;4;106;1,5;17;20,8;18,52;13,89;168;8
TOYOTA;4;106;1,5;17;20,8;18,52;13,89;168;8
HYUNDAI;4;86;1,2;16,95;23,03;20,56;15,42;151;9
HYUNDAI;4;86;1,2;16,95;23,03;20,56;15,42;151;9
HYUNDAI;4;86;1,2;16,9;21,28;19,97;14,98;156;8
HYUNDAI;4;86;1,2;16,9;21,28;19,97;14,98;156;8
NISSAN;4;109;1,6;16,8;21,7;20,04;15,03;155;8
NISSAN;4;109;1,6;16,8;21,7;20,04;15,03;155;8
MINI;3;136;1,5;16,66;24,4;20,76;15,57;150;9
MINI;3;136;1,5;16,66;24,4;20,76;15,57;150;9
FORD;4;110;1,5;16,6;26,1;21,16;15,87;147;9
FORD;4;110;1,5;16,6;26,1;21,16;15,87;147;9
FORD;4;110;1,5;16,6;26,1;21,16;15,87;147;9
FORD;4;110;1,5;16,6;26,1;21,16;15,87;147;9
VW;4;105;1,5;16,6;24,2;20,66;15,49;173;8
VW;4;105;1,5;16,6;24,2;20,66;15,49;173;8
TOYOTA;4;106;1,5;16,5;20,4;18,05;13,54;172;8
TOYOTA;4;106;1,5;16,5;20,4;18,05;13,54;172;8
TOYOTA;4;106;1,5;16,5;20,4;18,05;13,54;172;8
TOYOTA;4;106;1,5;16,5;20,4;18,05;13,54;172;8
TOYOTA;4;106;1,5;16,5;20,4;18,05;13,54;172;8
TOYOTA;4;106;1,5;16,5;20,4;18,05;13,54;172;8
SUZUKI;4;100;1,4;16,5;21,3;18,36;13,77;169;8
SUZUKI;4;100;1,4;16,5;21,3;18,36;13,77;169;8
SUZUKI;4;100;1,4;16,5;21,3;18,36;13,77;169;8
DODGE;4;124;1,6;16,47;21,89;18,54;13,9;168;8
DODGE;4;124;1,6;16,47;21,89;18,54;13,9;168;8
HYUNDAI;4;86;1,2;16,42;21,15;19,61;14,71;159;8
VW;3;75;1;16,4;21,2;18,26;13,7;170;8
VW;3;75;1;16,4;21,2;18,26;13,7;170;8
FIAT;4;85;1,4;16,4;21,47;18,35;13,76;169;8
VW;3;75;1;16,4;21,2;18,26;13,7;170;8
VW;3;75;1;16,4;21,2;18,26;13,7;170;8
SMART;3;70;1;16,39;25;20,72;15,54;150;9
SUZUKI;4;100;1,4;16,3;22,1;18,48;13,86;168;8
SUZUKI;4;100;1,4;16,3;22,1;18,48;13,86;168;8
SUZUKI;4;100;1,4;16,3;22,1;18,48;13,86;168;8
SUZUKI;4;100;1,5;16,29;20;17,77;13,33;175;8
SEAT;4;105;1,2;16,23;25,93;19,52;14,64;159;8
FORD;4;119;1,6;16,21;23,37;20,14;15,11;154;8
FORD;4;120;1,6;16,21;23,37;20,14;15,11;154;8
DODGE;4;108;1,4;16,21;20,88;18,02;13,52;172;8
DODGE;4;108;1,4;16,21;20,88;18,02;13,52;172;8
SEAT;4;105;1,2;16,2;25,9;19,48;14,61;160;8
VW;4;105;1,2;16,2;24;18,98;14,23;164;8
VW;4;105;1,2;16,2;24;18,98;14,23;164;8
SMART;3;83;1;16,13;25;20,52;15,39;151;9
SMART;3;83;1;16,13;25;20,52;15,39;151;9
SMART;3;83;1;16,13;25;20,52;15,39;151;9
SMART;3;83;1;16,13;25;20,52;15,39;151;9
FORD;4;119;1,6;16,13;23,36;20,08;15,06;155;8
FORD;4;119;1,6;16,13;23,36;20,08;15,06;155;8
FORD;4;119;1,6;16,13;23,36;20,08;15,06;155;8
FORD;4;120;1,6;16,13;23,36;20,08;15,06;155;8
KIA;4;121;1,6;16,08;21,97;19,64;14,73;158;8
CHEVROLET;4;64;1;15,97;22,13;18,26;13,7;170;8
CHEVROLET;4;64;1;15,97;22,13;18,26;13,69;170;8
CHEVROLET;4;64;1;15,97;22,13;18,26;13,69;170;8
HYUNDAI;4;88;1,3;15,95;21,35;18;13,5;173;8
FORD;4;101;1,6;15,9;25,9;20,57;15,43;151;9
FORD;4;101;1,6;15,9;25,9;20,57;15,43;151;9
FORD;4;101;1,6;15,9;25,9;20,57;15,43;151;9
FORD;4;101;1,6;15,9;25,9;20,57;15,43;151;9
SMART;3;83;1;15,87;24,39;20,17;15,13;154;8
SMART;3;83;1;15,87;24,39;20,17;15,13;154;8
SEAT;4;105;1,6;15,8;25,5;19,06;14,3;163;8
SEAT;4;110;1,6;15,8;24,5;18,81;14,1;165;8
SEAT;4;110;1,6;15,8;24,5;18,81;14,1;165;8
CHEVROLET;4;64;1;15,78;23,95;18,64;13,98;167;8
CHEVROLET;4;64;1;15,78;23,95;18,64;13,98;167;8
KIA;4;121;1,6;15,71;21,28;19,17;14,38;162;8
CHEVROLET;4;115;1,6;15,71;22,52;18,18;13,64;171;8
CHEVROLET;4;114;1,6;15,71;22,52;19,54;14,65;159;8
VW;4;101;1,6;15,7;24,2;18,65;13,99;167;8
VW;4;101;1,6;15,7;24,2;18,65;13,99;167;8
VW;4;101;1,6;15,7;24,2;18,65;13,99;167;8
CHEVROLET;4;115;1,6;15,69;22,08;18,04;13,53;172;8
CHEVROLET;4;115;1,6;15,69;22,08;18,04;13,53;172;8
CHEVROLET;4;114;1,6;15,69;22,08;19,4;14,55;160;8
CHEVROLET;4;114;1,6;15,69;22,08;19,4;14,55;160;8
SMART;3;83;1;15,62;24,39;19,98;14,98;156;8
SMART;3;101;1;15,62;22,72;19,53;14,65;159;8
SEAT;4;105;1,6;15,62;23,98;18,53;13,89;168;8
SMART;3;101;1;15,62;22,73;19,53;14,65;159;8
FIAT;4;70;1,2;15,6;23,35;19,69;14,77;158;8
FIAT;4;100;1,4;15,6;23,35;19,69;14,77;158;8
SEAT;4;105;1,6;15,6;23,9;18,49;13,87;168;8
HYUNDAI;4;87;1,3;15,59;20,18;18,73;14,05;166;8
HYUNDAI;4;87;1,3;15,59;20,18;18,73;14,05;166;8
SEAT;4;180;1,4;15,5;24,7;18,62;13,97;167;8
VW;4;101;1,6;15,5;23,5;18,3;13,73;170;8
VW;4;101;1,6;15,5;23,5;18,3;13,73;170;8
MINI;3;136;1,5;15,47;25,03;18,68;14,01;166;8
MINI;3;136;1,5;15,47;23,3;19,57;14,68;159;8
NISSAN;4;109;1,6;15,4;21,3;18,96;14,22;164;8
NISSAN;4;109;1,6;15,4;21,3;18,96;14,22;164;8
VW;4;105;1,2;15,38;24,39;18,45;13,83;169;8
VW;4;105;1,2;15,38;26,31;18,92;14,19;164;8
VW;4;180;1,4;15,38;24,39;18,45;13,83;169;8
FORD;4;120;1,6;15,37;23,03;19,43;14,57;160;8
FORD;4;120;1,6;15,37;23,03;19,43;14,57;160;8
FORD;4;120;1,6;15,37;23,03;19,43;14,57;160;8
FORD;4;120;1,6;15,37;23,03;19,43;14,57;160;8
VW;4;105;1,2;15,34;26,31;18,88;14,16;165;8
VW;4;180;1,4;15,33;24,58;18,46;13,84;168;8
VW;4;105;1,2;15,32;24,39;18,4;13,8;169;8
SEAT;4;150;1,4;15,2;24;18,2;13,65;171;8
VW;4;105;1,6;15,2;26,4;18,79;14,09;165;8
SEAT;4;110;1,6;15,2;24,2;18,26;13,69;170;8
SEAT;4;110;1,6;15,2;24,2;18,26;13,69;170;8
FORD;4;120;1,6;15,17;23,05;19,29;14,46;161;8
FORD;4;120;1,6;15,17;23,05;19,29;14,46;161;8
FORD;4;120;1,6;15,17;23,05;19,29;14,46;161;8
FORD;4;120;1,6;15,17;23,05;19,29;14,46;161;8
FORD;4;120;1,6;15,17;23,05;19,29;14,46;161;8
VW;4;105;1,6;15,1;24,2;19,53;14,65;159;8
VW;4;101;1,6;15,1;23,4;17,97;13,48;173;8
FIAT;4;160;1,4;15,08;19,12;16,66;12,5;187;7
FIAT;4;160;1,4;15,08;19,12;16,66;12,5;187;7
NISSAN;4;106;1,6;15;20,9;18,55;13,91;168;8
NISSAN;4;106;1,6;15;20,9;18,55;13,91;168;8
FIAT;4;160;1,4;15;19,1;17,98;13,49;173;8
SEAT;4;150;1,4;14,93;23,5;17,86;13,39;174;8
SEAT;4;150;1,4;14,93;23,5;17,86;13,39;174;8
SEAT;4;150;1,4;14,93;23,5;17,86;13,4;174;8
FIAT;4;60;1,2;14,92;22,22;18,87;14,15;165;8
FIAT;4;60;1,2;14,92;22,22;18,87;14,15;165;8
FIAT;4;60;1,2;14,92;22,22;18,87;14,15;165;8
FIAT;4;60;1,2;14,92;22,22;18,87;14,15;165;8
FIAT;4;60;1,2;14,92;22,22;18,87;14,15;165;8
NISSAN;4;106;1,6;14,9;20,7;18,42;13,82;169;8
NISSAN;4;106;1,6;14,9;20,7;18,42;13,82;169;8
CHEVROLET;4;138;1,4;14,9;20,4;16,96;12,72;183;7
CHEVROLET;4;138;1,4;14,9;20,4;16,96;12,72;183;7
SEAT;4;150;1,4;14,9;23,5;17,84;13,38;174;8
VW;4;100;1,6;14,9;23,7;17,89;13,42;174;8
VW;4;100;1,6;14,9;23,7;17,89;13,42;174;8
VW;4;101;1,6;14,9;23,7;17,89;13,42;174;8
VW;4;101;1,6;14,9;23,7;17,89;13,42;174;8
CHEVROLET;4;138;1,4;14,88;20,4;16,94;12,71;183;7
NISSAN;4;106;1,6;14,8;20,4;18,26;13,7;170;8
NISSAN;4;106;1,6;14,8;20,4;18,26;13,7;170;8
NISSAN;4;106;1,6;14,8;20,4;18,26;13,7;170;8
DODGE;4;124;1,6;14,78;19,92;16,72;12,54;186;7
DODGE;4;124;1,6;14,78;19,92;16,72;12,54;186;7
VW;4;101;1,6;14,75;20,66;16,93;12,7;184;7
VW;4;101;1,6;14,75;20,66;16,93;12,7;184;7
FIAT;4;135;1,4;14,71;18,62;16,25;12,18;191;7
FIAT;4;85;1,4;14,71;19,7;16,6;12,45;187;7
FIAT;4;135;1,4;14,71;18,62;16,25;12,18;191;7
NISSAN;4;105;1,6;14,7;22;17,28;12,96;180;8
NISSAN;4;105;1,6;14,7;22;17,28;12,96;180;8
NISSAN;4;105;1,6;14,7;22;17,28;12,96;180;8
VW;4;101;1,6;14,7;20,6;18,25;13,69;170;8
FIAT;4;135;1,4;14,7;18,51;17,58;13,19;177;8
VW;4;105;1,6;14,7;23,3;18,99;14,24;164;8
CHEVROLET;4;103;1,6;14,69;23,13;17,58;13,18;177;8
FIAT;4;101;1,4;14,63;18,99;16,32;12,24;191;7
CHEVROLET;4;103;1,6;14,62;22,61;17,39;13,04;179;8
CHEVROLET;4;103;1,6;14,62;22,61;17,39;13,04;179;8
CHEVROLET;4;115;1,6;14,6;22,81;17,42;13,06;178;8
CHEVROLET;4;114;1,6;14,6;22,81;18,79;14,09;165;8
FIAT;4;115;1,6;14,53;19,63;16,45;12,34;189;7
FIAT;4;160;1,4;14,51;18,46;16,06;12,04;194;7
FIAT;4;160;1,4;14,51;18,46;16,06;12,04;194;7
FIAT;4;115;1,6;14,51;18,38;16,03;12,02;194;7
FIAT;4;160;1,4;14,51;18,46;16,06;12,04;194;7
NISSAN;4;106;1,6;14,5;20,9;18,19;13,64;171;8
VW;4;105;1,6;14,5;25,2;19,28;14,46;161;8
NISSAN;4;106;1,6;14,5;20,9;18,19;13,64;171;8
MINI;4;122;1,6;14,49;21,73;18,42;13,81;169;8
MINI;4;122;1,6;14,49;21,73;18,42;13,81;169;8
VW;4;101;1,6;14,49;21,28;18,29;13,72;170;8
PEUGEOT;3;81;1,2;14,49;22,22;18,55;13,91;168;8
VW;4;101;1,6;14,44;21,05;16,81;12,61;185;7
VW;4;101;1,6;14,44;21,05;16,81;12,61;185;7
VW;4;101;1,6;14,44;21,05;16,81;12,61;185;7
VW;4;101;1,6;14,44;21,05;16,81;12,61;185;7
FORD;4;197;1,6;14,42;19,89;16,46;12,34;189;7
FORD;4;197;1,6;14,42;19,89;16,46;12,34;189;7
KIA;4;137;1,6;14,39;21,14;18,18;13,63;171;8
KIA;4;137;1,6;14,39;21,14;16,8;12,6;185;7
CHEVROLET;4;100;1,6;14,32;20,26;16,5;12,37;188;7
CHEVROLET;4;100;1,6;14,32;20,26;16,5;12,37;188;7
CHEVROLET;4;100;1,6;14,32;20,26;16,5;12,37;188;7
CHEVROLET;4;100;1,6;14,32;20,26;16,5;12,37;188;7
CHEVROLET;4;100;1,6;14,32;20,26;16,5;12,37;188;7
CHEVROLET;4;112;1,6;14,3;20,66;16,6;12,45;187;7
CHEVROLET;4;112;1,6;14,3;20,66;16,6;12,45;187;7
CHEVROLET;4;112;1,6;14,3;20,66;16,6;12,45;187;7
VW;4;101;1,6;14,3;22,8;17,18;12,89;181;8
VW;4;101;1,6;14,3;22,8;17,18;12,89;181;8
VW;4;105;1,6;14,3;22,6;17,13;12,85;181;8
VW;4;105;1,6;14,3;22,6;17,13;12,85;181;8
CHEVROLET;4;103;1,6;14,3;21,9;18,32;13,74;170;8
SUZUKI;4;94;1,4;14,29;21,28;18,14;13,61;171;8
SUZUKI;4;94;1,4;14,29;21,28;18,14;13,61;171;8
SUZUKI;4;94;1,4;14,29;21,28;18,14;13,61;171;8
CHEVROLET;4;115;1,6;14,28;23,33;17,3;12,98;180;8
CHEVROLET;4;115;1,6;14,28;23,33;17,3;12,98;180;8
CHEVROLET;4;114;1,6;14,28;23,33;18,67;14;167;8
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
CHEVROLET;4;103;1,6;14,27;21,93;16,93;12,7;184;7
DODGE;4;108;1,4;14,23;19,84;16,3;12,23;191;7
FIAT;4;101;1,4;14,23;18,48;15,87;11,9;196;7
FIAT;4;101;1,4;14,23;18,48;15,87;11,9;196;7
FIAT;4;101;1,4;14,23;18,48;15,87;11,9;196;7
FIAT;4;101;1,4;14,23;18,48;15,87;11,9;196;7
FIAT;4;101;1,4;14,23;18,48;15,87;11,9;196;7
CHEVROLET;4;114;1,6;14,2;22,11;18,3;13,73;170;8
VW;4;105;1,6;14,2;24;17,4;13,05;179;8
FIAT;4;101;1,4;14,13;18,68;15,87;11,9;196;7
FIAT;4;101;1,4;14,13;18,68;15,87;11,9;196;7
FIAT;4;101;1,4;14,13;18,71;15,88;11,91;196;7
VW;4;110;1,6;14,1;21,9;16,79;12,59;185;7
VW;4;110;1,6;14,1;21,9;16,79;12,59;185;7
CHEVROLET;4;112;1,6;14,06;20,3;16,32;12,24;191;7
NISSAN;4;105;1,6;14,05;21,88;16,75;12,56;186;7
VW;4;105;1,6;14;24,5;18,71;14,03;166;8
VW;4;190;1,8;14;21,9;16,71;12,53;186;7
SUZUKI;4;134;1,6;14;19,8;16,13;12,09;193;7
SUZUKI;4;134;1,6;14;19,8;16,13;12,09;193;7
SUZUKI;4;134;1,6;14;19,8;16,13;12,09;193;7
VW;4;190;1,8;14;21,9;16,71;12,53;186;7
VW;4;105;1,6;13,9;22,1;16,69;12,51;186;7
SEAT;4;160;1,8;13,83;22,7;16,78;12,59;185;7
